1.2515e+06,1.5644e+06
1.734e+06,2.1674e+06
1.5292e+06,1.9115e+06
1.7116e+06,2.1395e+06
1.2673e+06,1.5841e+06
1.4311e+06,1.7889e+06
1.7192e+06,2.149e+06
1.3499e+06,1.6874e+06
1.5367e+06,1.9208e+06
1.3708e+06,1.7135e+06
1.525e+06,1.9063e+06
1.5295e+06,1.9119e+06
1.8137e+06,2.2672e+06
1.4601e+06,1.8251e+06
1.556e+06,1.945e+06
1.4235e+06,1.7793e+06
1.8612e+06,2.3265e+06
1.4362e+06,1.7953e+06
1.675e+06,2.0938e+06
1.6951e+06,2.1188e+06
1.5119e+06,1.8899e+06
1.4507e+06,1.8134e+06
1.5016e+06,1.8769e+06
1.2085e+06,1.5106e+06
1.7787e+06,2.2234e+06
1.5131e+06,1.8914e+06
1.5572e+06,1.9465e+06
1.3404e+06,1.6755e+06
1.3448e+06,1.681e+06
1.8953e+06,2.3691e+06
1.7585e+06,2.1981e+06
1.491e+06,1.8638e+06
1.5726e+06,1.9657e+06
1.7177e+06,2.1472e+06
1.5595e+06,1.9494e+06
1.2218e+06,1.5272e+06
1.6194e+06,2.0242e+06
1.3852e+06,1.7315e+06
1.652e+06,2.065e+06
1.8886e+06,2.3607e+06
1.5865e+06,1.9831e+06
1.5741e+06,1.9676e+06
1.4843e+06,1.8553e+06
1.5898e+06,1.9872e+06
1.6422e+06,2.0528e+06
1.4483e+06,1.8103e+06
1.5366e+06,1.9207e+06
1.7652e+06,2.2065e+06
1.7048e+06,2.131e+06
1.8752e+06,2.344e+06
1.7823e+06,2.2279e+06
1.5202e+06,1.9003e+06
2.087e+06,2.6087e+06
1.4819e+06,1.8524e+06
1.441e+06,1.8012e+06
1.3413e+06,1.6766e+06
1.6644e+06,2.0805e+06
1.3213e+06,1.6516e+06
1.7786e+06,2.2233e+06
1.3669e+06,1.7086e+06
1.2769e+06,1.5962e+06
1.5081e+06,1.8852e+06
1.7248e+06,2.156e+06
1.5723e+06,1.9654e+06
1.7185e+06,2.1481e+06
1.4596e+06,1.8245e+06
1.7184e+06,2.148e+06
1.2163e+06,1.5203e+06
1.1689e+06,1.4611e+06
1.244e+06,1.555e+06
1.7352e+06,2.1689e+06
1.6604e+06,2.0755e+06
1.4844e+06,1.8555e+06
1.4228e+06,1.7785e+06
1.4022e+06,1.7528e+06
1.4536e+06,1.817e+06
1.5407e+06,1.9259e+06
1.6355e+06,2.0444e+06
1.6611e+06,2.0764e+06
1.419e+06,1.7737e+06
1.4272e+06,1.784e+06
1.567e+06,1.9587e+06
2.0224e+06,2.528e+06
1.4171e+06,1.7714e+06
1.641e+06,2.0513e+06
1.5248e+06,1.906e+06
1.7857e+06,2.2321e+06
1.6219e+06,2.0274e+06
1.5742e+06,1.9677e+06
1.5485e+06,1.9356e+06
1.4307e+06,1.7884e+06
1.4914e+06,1.8643e+06
1.1721e+06,1.4651e+06
1.5418e+06,1.9273e+06
1.8116e+06,2.2646e+06
1.5574e+06,1.9468e+06
1.1706e+06,1.4632e+06
1.3039e+06,1.6298e+06
1.2691e+06,1.5864e+06
1.8129e+06,2.2661e+06
1.329e+06,1.6612e+06
1.814e+06,2.2675e+06
1.468e+06,1.8351e+06
1.4074e+06,1.7592e+06
1.2647e+06,1.5809e+06
1.4518e+06,1.8148e+06
1.2559e+06,1.5699e+06
1.418e+06,1.7725e+06
1.3611e+06,1.7013e+06
1.8327e+06,2.2909e+06
1.5115e+06,1.8894e+06
1.1488e+06,1.436e+06
1.4708e+06,1.8384e+06
1.3434e+06,1.6793e+06
1.4193e+06,1.7741e+06
1.7046e+06,2.1308e+06
1.559e+06,1.9488e+06
1.7389e+06,2.1736e+06
1.4344e+06,1.793e+06
1.7662e+06,2.2077e+06
1.5963e+06,1.9954e+06
